user_id,name,age,email,country,registration_date,purchase_count,total_spent
USER_1408,User_1408,28,user1408@example.com,Germany,2024-01-21,55,3965.1677424866625
USER_696,User_696,32,user696@example.com,China,2025-10-06,15,9393.464760271507
USER_2153,User_2153,53,user2153@example.com,Japan,2023-01-28,89,6330.505328022194
USER_403,User_403,18,user403@example.com,Vietnam,2024-04-29,81,5753.999559419286
USER_576,User_576,63,user576@example.com,UK,2023-10-09,82,8895.629948418189
USER_1569,User_1569,31,user1569@example.com,Singapore,2023-11-02,30,9084.416805409039
USER_3607,User_3607,20,user3607@example.com,China,2023-01-28,86,246.50940464814641
USER_3532,User_3532,42,user3532@example.com,Thailand,2023-02-01,95,7401.465239354762
USER_1716,User_1716,45,user1716@example.com,UK,2025-07-21,85,500.04307172042076
USER_2722,User_2722,46,user2722@example.com,France,2024-08-23,72,9908.620283912755
USER_456,User_456,60,user456@example.com,Singapore,2023-12-17,65,8118.187016383554
USER_2719,User_2719,50,user2719@example.com,Australia,2023-04-29,51,1585.7546110251453
USER_992,User_992,19,user992@example.com,Thailand,2022-11-07,81,2913.15882435636
USER_3365,User_3365,19,user3365@example.com,Japan,2023-06-17,20,9364.555444320094
USER_788,User_788,52,user788@example.com,Australia,2022-12-21,2,1922.7897810585293
USER_94,User_94,48,user94@example.com,USA,2023-01-08,23,1428.6389304845138
USER_3687,User_3687,37,user3687@example.com,Germany,2024-09-16,15,6459.785585909081
USER_3737,User_3737,68,user3737@example.com,France,2025-03-24,55,4224.964936430983
USER_116,User_116,29,user116@example.com,Vietnam,2023-02-08,92,7092.7591396559055
USER_1612,User_1612,41,user1612@example.com,China,2024-07-03,40,1848.875284861552
USER_3462,User_3462,54,user3462@example.com,China,2025-08-15,37,5520.494803636362
USER_2699,User_2699,56,user2699@example.com,China,2023-03-13,79,9613.127616763391
USER_676,User_676,46,user676@example.com,USA,2024-12-24,59,7890.40829336168
USER_3492,User_3492,26,user3492@example.com,China,2024-05-26,5,2182.24749133922
USER_230,User_230,32,user230@example.com,USA,2023-12-13,85,5983.124541336648
USER_2779,User_2779,30,user2779@example.com,USA,2024-06-03,14,2713.1997090268533
USER_2533,User_2533,34,user2533@example.com,Australia,2024-12-03,55,2898.094001006358
USER_3112,User_3112,41,user3112@example.com,Australia,2024-04-10,83,9775.164556734082
USER_714,User_714,25,user714@example.com,Vietnam,2023-04-20,37,1043.464537210015
USER_771,User_771,37,user771@example.com,UK,2025-04-14,48,9631.797803704596
USER_1395,User_1395,34,user1395@example.com,Thailand,2022-10-24,29,4874.257346535399
USER_1497,User_1497,42,user1497@example.com,Germany,2023-10-25,90,9450.381923836963
USER_558,User_558,56,user558@example.com,USA,2024-09-16,61,3733.1982989993007
USER_2353,User_2353,18,user2353@example.com,UK,2024-04-11,38,7361.363427455087
USER_36,User_36,31,user36@example.com,France,2023-11-30,48,8178.06209385063
USER_553,User_553,59,user553@example.com,Germany,2024-08-04,36,5283.0146302800595
USER_3285,User_3285,38,user3285@example.com,France,2024-07-31,37,1296.8153685053828
USER_2869,User_2869,21,user2869@example.com,China,2024-09-16,2,6112.231253018479
USER_3748,User_3748,63,user3748@example.com,Australia,2025-01-09,50,326.8329374382839
USER_1781,User_1781,49,user1781@example.com,Vietnam,2022-12-30,4,1890.2452742187281
USER_2463,User_2463,20,user2463@example.com,China,2023-10-31,15,3179.3015924998904
USER_1034,User_1034,18,user1034@example.com,Germany,2025-04-22,37,4265.563320929538
USER_1819,User_1819,52,user1819@example.com,UK,2022-12-14,9,6425.8519895118625
USER_3370,User_3370,53,user3370@example.com,USA,2023-08-26,77,3689.5355003507
USER_1047,User_1047,49,user1047@example.com,China,2025-01-09,21,5148.630129948383
USER_1647,User_1647,47,user1647@example.com,Japan,2025-04-22,96,8044.479088753994
USER_2053,User_2053,36,user2053@example.com,Germany,2023-10-09,55,4146.65940316095
USER_2258,User_2258,63,user2258@example.com,France,2022-10-18,0,2254.781709195887
USER_3225,User_3225,38,user3225@example.com,UK,2024-08-16,63,5274.289795789557
USER_1317,User_1317,23,user1317@example.com,France,2024-04-06,96,1060.9325738607656
USER_1133,User_1133,35,user1133@example.com,China,2022-12-22,37,5251.504466223571
USER_1101,User_1101,48,user1101@example.com,Thailand,2025-05-11,3,4898.302143346449
USER_328,User_328,40,user328@example.com,Japan,2025-07-29,68,9736.486772263745
USER_1320,User_1320,38,user1320@example.com,Singapore,2025-01-22,37,7616.004993734694
USER_3042,User_3042,26,user3042@example.com,Singapore,2024-12-13,70,8470.436137391325
USER_64,User_64,49,user64@example.com,France,2024-01-27,25,5390.864826355342
USER_1942,User_1942,68,user1942@example.com,Vietnam,2024-10-18,18,4497.4505173931475
USER_3733,User_3733,36,user3733@example.com,UK,2024-05-15,14,2342.0120749850503
USER_1336,User_1336,29,user1336@example.com,China,2022-12-24,50,1337.8850909755524
USER_3130,User_3130,69,user3130@example.com,Singapore,2025-04-22,35,1371.2982698528442
USER_2164,User_2164,59,user2164@example.com,Singapore,2023-02-25,23,38.08733854776647
USER_2429,User_2429,24,user2429@example.com,Germany,2024-12-01,26,1687.558869231318
USER_2625,User_2625,65,user2625@example.com,Vietnam,2024-11-25,35,1733.252894329822
USER_567,User_567,68,user567@example.com,Germany,2023-09-25,54,6222.063117046724
USER_2922,User_2922,33,user2922@example.com,Singapore,2024-08-29,94,3109.5613301469325
USER_661,User_661,57,user661@example.com,USA,2022-11-28,96,6186.492030805688
USER_970,User_970,37,user970@example.com,Germany,2025-02-28,72,4827.296549145047
USER_833,User_833,66,user833@example.com,Australia,2022-11-14,34,8414.18194691366
USER_914,User_914,50,user914@example.com,USA,2024-11-05,42,8225.179473603159
USER_1503,User_1503,42,user1503@example.com,Singapore,2025-04-06,72,5521.712258366465
USER_677,User_677,59,user677@example.com,Australia,2025-05-06,80,5257.128915671179
USER_875,User_875,32,user875@example.com,Vietnam,2023-01-11,49,6920.215336017014
USER_2915,User_2915,22,user2915@example.com,Singapore,2023-04-21,42,515.5265718220703
USER_1985,User_1985,23,user1985@example.com,Germany,2025-05-17,68,6616.330227408645
USER_1751,User_1751,65,user1751@example.com,USA,2024-10-14,28,5366.5217437569045
USER_1535,User_1535,26,user1535@example.com,UK,2024-07-02,7,1740.2197924668794
USER_2754,User_2754,59,user2754@example.com,Thailand,2023-03-09,41,1063.355867921326
USER_3452,User_3452,45,user3452@example.com,UK,2024-01-05,38,846.8887206157749
USER_2257,User_2257,53,user2257@example.com,Thailand,2025-10-01,58,9291.113690580582
USER_1105,User_1105,42,user1105@example.com,Germany,2024-07-28,83,8954.349373193229
USER_2778,User_2778,18,user2778@example.com,China,2024-08-22,22,2664.928106538468
USER_367,User_367,40,user367@example.com,Germany,2024-04-22,48,9421.659090045747
USER_1427,User_1427,69,user1427@example.com,Singapore,2025-07-09,87,325.1710123366136
USER_2074,User_2074,62,user2074@example.com,Singapore,2023-12-30,18,868.1312925997497
USER_1982,User_1982,30,user1982@example.com,Singapore,2025-03-31,15,2553.8557375523205
USER_38,User_38,48,user38@example.com,Australia,2024-07-16,27,5604.362854532752
USER_45,User_45,47,user45@example.com,Japan,2023-08-24,33,7006.929185809035
USER_3028,User_3028,53,user3028@example.com,Vietnam,2024-05-26,88,6765.682759757272
USER_3449,User_3449,61,user3449@example.com,Japan,2023-05-31,97,1459.1555401155254
USER_3724,User_3724,30,user3724@example.com,USA,2025-03-27,82,1203.248468436583
USER_1030,User_1030,33,user1030@example.com,France,2025-07-28,8,2300.9246608486046
USER_3147,User_3147,52,user3147@example.com,China,2024-05-26,17,5175.1255970486245
USER_3712,User_3712,29,user3712@example.com,Thailand,2023-09-23,25,9018.143390012214
USER_2439,User_2439,18,user2439@example.com,France,2024-06-28,57,4108.47907901519
USER_2740,User_2740,25,user2740@example.com,USA,2023-08-23,95,7144.969129813588
USER_2706,User_2706,61,user2706@example.com,Thailand,2025-05-04,59,8511.651973821761
USER_2233,User_2233,34,user2233@example.com,Germany,2022-11-25,51,5872.61564406177
USER_2206,User_2206,39,user2206@example.com,Japan,2023-11-18,42,5605.881971659054
USER_866,User_866,32,user866@example.com,China,2023-03-09,70,4119.406125616222
USER_2873,User_2873,54,user2873@example.com,Vietnam,2024-06-01,47,5489.823825093534
USER_1921,User_1921,27,user1921@example.com,USA,2022-11-30,84,8856.711949144888
USER_1971,User_1971,54,user1971@example.com,Germany,2024-12-29,14,5483.024458035072
USER_869,User_869,53,user869@example.com,France,2022-12-08,65,6569.336602606843
USER_2085,User_2085,35,user2085@example.com,UK,2024-03-14,57,7257.221155901202
USER_3143,User_3143,39,user3143@example.com,UK,2024-08-02,21,2933.6887059523074
USER_264,User_264,66,user264@example.com,Germany,2024-10-15,25,6211.771435953934
USER_2585,User_2585,60,user2585@example.com,Singapore,2025-04-23,28,5796.219413754363
USER_3077,User_3077,29,user3077@example.com,France,2025-01-17,92,7744.5349205154325
USER_1917,User_1917,60,user1917@example.com,France,2024-01-25,66,8403.262118050516
USER_893,User_893,58,user893@example.com,China,2024-02-02,56,1624.5888753276893
USER_1806,User_1806,49,user1806@example.com,USA,2022-10-13,45,6619.271149474885
USER_3480,User_3480,41,user3480@example.com,China,2022-10-08,43,6286.44471123133
USER_1253,User_1253,66,user1253@example.com,Japan,2025-09-19,64,4967.269181507406
USER_3343,User_3343,24,user3343@example.com,Germany,2023-11-13,13,1920.1506518112765
USER_129,User_129,46,user129@example.com,Australia,2023-11-28,96,2893.0763821784644
USER_1205,User_1205,69,user1205@example.com,Thailand,2025-01-28,23,9452.38777619834
USER_571,User_571,54,user571@example.com,Australia,2024-11-21,45,9646.834565072326
USER_3096,User_3096,44,user3096@example.com,Vietnam,2023-07-09,72,1434.8669021850058
USER_3505,User_3505,67,user3505@example.com,USA,2025-01-16,15,7496.471908622269
USER_2495,User_2495,51,user2495@example.com,Thailand,2024-10-06,79,3708.0970198975083
USER_2554,User_2554,26,user2554@example.com,Germany,2022-11-10,86,6164.1642583578805
USER_136,User_136,61,user136@example.com,China,2024-05-29,14,7069.694214358976
USER_2424,User_2424,68,user2424@example.com,UK,2024-06-08,31,5419.613400065991
USER_1294,User_1294,65,user1294@example.com,Australia,2024-01-11,53,8678.201390458413
USER_385,User_385,25,user385@example.com,Thailand,2024-05-14,57,1808.5263966531295
USER_3388,User_3388,46,user3388@example.com,Thailand,2023-04-09,43,964.772862961335
USER_3569,User_3569,22,user3569@example.com,Singapore,2023-10-29,52,4275.986239244917
USER_2248,User_2248,21,user2248@example.com,China,2025-02-06,75,2984.0965451513734
USER_863,User_863,44,user863@example.com,China,2025-09-04,20,4572.474319621889
USER_475,User_475,40,user475@example.com,Australia,2025-04-25,27,2573.563879887403
USER_1266,User_1266,32,user1266@example.com,Singapore,2024-12-28,6,9392.599269535942
USER_1145,User_1145,49,user1145@example.com,Singapore,2025-03-08,68,2791.239191043893
USER_3170,User_3170,34,user3170@example.com,Thailand,2025-01-24,32,7670.549726420461
USER_2384,User_2384,26,user2384@example.com,USA,2024-06-04,87,1951.2030321340767
USER_493,User_493,22,user493@example.com,Germany,2025-07-31,23,3011.3174772105353
USER_2607,User_2607,22,user2607@example.com,Vietnam,2023-07-17,63,3856.7831490480507
USER_1533,User_1533,68,user1533@example.com,Thailand,2024-08-21,13,8724.565775039973
USER_2447,User_2447,66,user2447@example.com,Singapore,2024-04-16,57,937.6218651958857
USER_1745,User_1745,21,user1745@example.com,Singapore,2025-06-12,37,6465.463570787407
USER_670,User_670,65,user670@example.com,Australia,2023-05-14,45,7692.548506728043
USER_546,User_546,56,user546@example.com,China,2025-03-16,37,1845.1847915145281
USER_1761,User_1761,21,user1761@example.com,Vietnam,2025-02-24,99,9348.32303364033
USER_2474,User_2474,35,user2474@example.com,Thailand,2025-05-15,47,8646.700690765543
USER_3115,User_3115,62,user3115@example.com,Vietnam,2023-06-19,35,9073.595355033625
USER_918,User_918,53,user918@example.com,Thailand,2025-06-25,41,3709.117062879059
USER_214,User_214,61,user214@example.com,Thailand,2023-05-19,7,6101.362108826211
USER_332,User_332,62,user332@example.com,France,2023-06-09,98,4340.597090100765
USER_1433,User_1433,37,user1433@example.com,UK,2025-07-22,76,3534.145179895416
USER_2522,User_2522,33,user2522@example.com,China,2024-04-23,26,3090.2643741466086
USER_1036,User_1036,54,user1036@example.com,Vietnam,2025-06-07,90,5194.514494212418
USER_2024,User_2024,65,user2024@example.com,Japan,2023-12-24,71,8532.813103941076
USER_424,User_424,59,user424@example.com,Japan,2024-10-11,94,167.75312868574588
USER_2619,User_2619,29,user2619@example.com,UK,2023-10-21,63,39.755041698854576
USER_2285,User_2285,42,user2285@example.com,Singapore,2024-05-12,80,3450.871029485466
USER_2762,User_2762,39,user2762@example.com,Thailand,2022-11-02,23,6120.802200398851
USER_3409,User_3409,36,user3409@example.com,China,2023-05-23,76,6600.973396208164
USER_244,User_244,46,user244@example.com,USA,2024-08-02,50,4018.1901477957604
USER_2,User_2,23,user2@example.com,UK,2025-05-09,39,5195.175376465896
USER_3460,User_3460,31,user3460@example.com,UK,2025-01-26,39,93.1107700040712
USER_3731,User_3731,44,user3731@example.com,UK,2023-08-07,84,4797.947630034038
USER_103,User_103,25,user103@example.com,China,2022-12-26,63,2277.2903360465148
USER_1649,User_1649,64,user1649@example.com,UK,2024-09-05,98,5122.895604112925
USER_297,User_297,27,user297@example.com,UK,2024-11-22,56,6674.683066073365
USER_279,User_279,54,user279@example.com,USA,2023-09-02,23,462.48110681902045
USER_2875,User_2875,28,user2875@example.com,Japan,2024-03-24,4,8912.53457786343
USER_3689,User_3689,37,user3689@example.com,China,2025-09-28,53,6627.573475198605
USER_1346,User_1346,64,user1346@example.com,Vietnam,2023-06-19,96,1499.9244051014027
USER_1246,User_1246,32,user1246@example.com,Vietnam,2024-07-26,84,1827.451267180601
USER_3017,User_3017,64,user3017@example.com,France,2024-06-08,55,9417.114805329187
USER_2636,User_2636,45,user2636@example.com,Singapore,2024-02-25,74,1577.232750828086
USER_565,User_565,18,user565@example.com,Thailand,2023-05-24,87,3840.636472899774
USER_2179,User_2179,44,user2179@example.com,Japan,2025-04-17,52,6309.323843958597
USER_3590,User_3590,19,user3590@example.com,Australia,2023-07-15,58,7396.438698085126
USER_370,User_370,69,user370@example.com,UK,2024-11-15,72,5255.888749359374
USER_3742,User_3742,51,user3742@example.com,Thailand,2023-10-05,15,8475.366644882375
USER_71,User_71,39,user71@example.com,China,2024-07-17,94,7893.060949722501
USER_649,User_649,39,user649@example.com,Germany,2025-07-06,56,5872.2224673821165
USER_1891,User_1891,48,user1891@example.com,Vietnam,2025-02-25,12,5303.027998601103
USER_2664,User_2664,43,user2664@example.com,Vietnam,2022-12-29,39,8521.398087566571
USER_2317,User_2317,57,user2317@example.com,Japan,2023-01-14,63,362.46859212596183
USER_2460,User_2460,21,user2460@example.com,Thailand,2023-11-10,69,4874.778472656207
USER_3694,User_3694,43,user3694@example.com,Germany,2025-05-25,25,8769.885312564928
USER_3423,User_3423,31,user3423@example.com,Australia,2025-09-18,94,9685.854039174068
USER_3445,User_3445,25,user3445@example.com,Japan,2023-03-01,68,1470.1675155461758
USER_2407,User_2407,62,user2407@example.com,Singapore,2023-06-09,25,917.9426468568319
USER_3282,User_3282,21,user3282@example.com,Australia,2022-12-18,30,6670.378669413855
USER_1344,User_1344,28,user1344@example.com,China,2024-12-26,19,2062.6759814728957
USER_1316,User_1316,47,user1316@example.com,Germany,2024-05-18,74,1934.015936845067
USER_3428,User_3428,35,user3428@example.com,Japan,2024-04-15,98,3566.39477473625
USER_754,User_754,51,user754@example.com,Australia,2025-04-11,84,796.3004488266535
USER_3328,User_3328,43,user3328@example.com,Japan,2022-10-08,75,6484.5307150030285
USER_1103,User_1103,63,user1103@example.com,Singapore,2024-05-01,92,320.54672244492434
USER_2723,User_2723,38,user2723@example.com,Germany,2024-07-26,7,5970.157127046876
USER_703,User_703,60,user703@example.com,USA,2024-01-29,54,3295.184049898081
USER_2630,User_2630,58,user2630@example.com,Germany,2024-04-26,26,8829.319647397759
USER_3311,User_3311,52,user3311@example.com,Australia,2023-02-14,96,1358.8085291707596
USER_2256,User_2256,61,user2256@example.com,Australia,2023-07-05,32,4150.0752580941235
USER_1740,User_1740,52,user1740@example.com,Vietnam,2024-02-08,41,1829.3895107809565
USER_2476,User_2476,28,user2476@example.com,USA,2025-09-20,83,5904.881011541696
USER_2239,User_2239,58,user2239@example.com,China,2024-11-14,23,5141.663408394176
USER_2550,User_2550,41,user2550@example.com,Thailand,2025-07-01,81,9042.060308113758
USER_327,User_327,28,user327@example.com,France,2024-05-04,15,1631.2153019066345
USER_258,User_258,49,user258@example.com,Japan,2025-07-09,50,3739.279885033192
USER_1913,User_1913,62,user1913@example.com,France,2025-09-09,87,3112.2797124827152
USER_2943,User_2943,45,user2943@example.com,Australia,2025-02-05,68,2335.9141758403803
USER_624,User_624,32,user624@example.com,Vietnam,2024-03-06,32,6272.861684782462
USER_873,User_873,32,user873@example.com,Germany,2023-04-19,92,6447.5894938299025
USER_1347,User_1347,23,user1347@example.com,Thailand,2024-12-21,53,3615.3161298726545
USER_957,User_957,25,user957@example.com,Australia,2025-04-28,72,7733.632384469061
USER_2017,User_2017,63,user2017@example.com,UK,2024-10-15,7,9820.003817737592
USER_1888,User_1888,45,user1888@example.com,France,2023-09-29,63,6528.1458149358705
USER_1027,User_1027,22,user1027@example.com,Japan,2023-01-29,91,8547.641060475817
USER_2089,User_2089,18,user2089@example.com,Australia,2023-04-25,93,3647.417938034483
USER_634,User_634,47,user634@example.com,Australia,2024-03-04,27,9939.697053728993
USER_1699,User_1699,21,user1699@example.com,Vietnam,2023-07-01,60,3083.916930935391
USER_1541,User_1541,34,user1541@example.com,UK,2023-09-13,80,7112.938389868018
USER_2587,User_2587,66,user2587@example.com,Japan,2024-07-27,8,6772.958385349179
USER_1050,User_1050,53,user1050@example.com,Vietnam,2025-08-08,19,6805.860642499391
USER_3472,User_3472,23,user3472@example.com,Australia,2024-01-06,33,5634.581646302127
USER_2738,User_2738,64,user2738@example.com,China,2022-12-09,8,3123.0593024254363
USER_572,User_572,54,user572@example.com,Vietnam,2025-06-08,73,768.6868641779209
USER_2604,User_2604,39,user2604@example.com,USA,2022-12-21,97,1631.8038037866845
USER_748,User_748,61,user748@example.com,UK,2023-09-23,29,5824.626512460861
USER_28,User_28,63,user28@example.com,Japan,2022-11-16,58,3450.5391855216662
USER_2576,User_2576,40,user2576@example.com,Germany,2024-04-09,47,1803.655676900653
USER_3126,User_3126,46,user3126@example.com,UK,2024-06-24,98,7746.495308977774
USER_212,User_212,66,user212@example.com,Thailand,2023-06-27,16,2343.906638126153
USER_699,User_699,36,user699@example.com,USA,2022-12-25,72,5677.1472310091185
USER_3022,User_3022,19,user3022@example.com,Singapore,2024-06-17,34,6425.237570436758
USER_1484,User_1484,29,user1484@example.com,Australia,2023-10-03,97,3017.5986652849006
USER_27,User_27,45,user27@example.com,Australia,2024-12-09,82,7072.067814336225
USER_2269,User_2269,52,user2269@example.com,France,2025-04-02,4,6956.087684394574
USER_2905,User_2905,48,user2905@example.com,France,2024-05-04,41,1369.9113982193967
USER_1044,User_1044,22,user1044@example.com,Japan,2025-06-08,49,443.7164806862792
USER_2331,User_2331,45,user2331@example.com,Thailand,2024-09-15,99,1811.9456184778815
USER_1652,User_1652,39,user1652@example.com,UK,2025-06-19,85,6527.7622579890985
USER_2253,User_2253,47,user2253@example.com,UK,2024-09-22,26,8608.090595730708
USER_3358,User_3358,62,user3358@example.com,Singapore,2023-09-26,25,8794.978542181962
USER_1392,User_1392,36,user1392@example.com,Germany,2024-05-01,75,1794.4408960002556
USER_3127,User_3127,35,user3127@example.com,UK,2024-06-13,42,3556.4818513090345
USER_3646,User_3646,30,user3646@example.com,USA,2025-08-11,74,9495.052443886098
USER_2284,User_2284,20,user2284@example.com,Singapore,2025-05-06,63,5832.708097767671
USER_813,User_813,44,user813@example.com,Singapore,2023-02-04,91,3525.9946185827685
USER_1237,User_1237,52,user1237@example.com,Thailand,2025-02-23,49,6621.141398277441
USER_559,User_559,66,user559@example.com,Australia,2022-12-09,90,5008.476476904902
USER_3081,User_3081,34,user3081@example.com,France,2023-12-21,50,3536.4387845468605
USER_1080,User_1080,25,user1080@example.com,Vietnam,2024-11-11,88,1166.8251114408813
USER_1718,User_1718,54,user1718@example.com,France,2024-11-05,51,9968.417927526814
USER_1023,User_1023,65,user1023@example.com,Vietnam,2023-02-28,44,4084.2406682928367
USER_519,User_519,51,user519@example.com,UK,2025-08-18,16,313.1264022069802
USER_2098,User_2098,48,user2098@example.com,UK,2024-05-26,95,4472.883545071386
USER_2939,User_2939,57,user2939@example.com,France,2024-01-18,64,6563.3264056402895
USER_1304,User_1304,26,user1304@example.com,Vietnam,2023-02-02,9,687.3475309464261
USER_2323,User_2323,22,user2323@example.com,Singapore,2024-03-02,27,6979.307189435092
USER_1507,User_1507,48,user1507@example.com,Australia,2025-08-11,98,7744.600086969314
USER_911,User_911,43,user911@example.com,China,2024-02-09,81,7122.6853135878755
USER_2963,User_2963,42,user2963@example.com,France,2023-06-10,31,1212.523435259606
USER_2503,User_2503,30,user2503@example.com,USA,2024-11-02,85,1946.3747535491261
USER_3562,User_3562,43,user3562@example.com,France,2025-08-22,13,6009.212227235123
USER_1977,User_1977,63,user1977@example.com,Vietnam,2024-03-16,31,6359.155213896759
USER_1100,User_1100,50,user1100@example.com,Australia,2024-05-22,11,1888.7028083978141
USER_1974,User_1974,22,user1974@example.com,USA,2025-06-27,22,289.39794340589356
USER_741,User_741,27,user741@example.com,France,2024-09-29,67,1428.9248782074383
USER_2627,User_2627,47,user2627@example.com,Singapore,2024-02-23,83,4909.13596650705
USER_849,User_849,27,user849@example.com,UK,2025-09-30,82,9010.732687516962
USER_2751,User_2751,53,user2751@example.com,USA,2023-05-06,62,3325.2761335113955
USER_360,User_360,65,user360@example.com,China,2022-12-07,29,4306.292226714991
USER_2111,User_2111,47,user2111@example.com,China,2023-07-30,48,6411.220368694945
USER_2930,User_2930,43,user2930@example.com,Japan,2023-01-27,12,5806.931869380901
USER_733,User_733,39,user733@example.com,France,2025-02-02,49,4828.549324101748
USER_2870,User_2870,46,user2870@example.com,Singapore,2023-07-25,5,308.92936817287
USER_1570,User_1570,69,user1570@example.com,France,2023-09-10,93,6740.150438222874
USER_2216,User_2216,59,user2216@example.com,UK,2025-01-12,57,3804.966250683095
USER_352,User_352,27,user352@example.com,Australia,2023-08-16,47,2355.375202184602
USER_2222,User_2222,30,user2222@example.com,Australia,2022-11-19,82,3549.8693414962213
USER_1444,User_1444,60,user1444@example.com,France,2025-09-01,48,860.2533761170083
USER_1446,User_1446,45,user1446@example.com,Germany,2023-08-29,89,3843.121621639918
USER_3416,User_3416,37,user3416@example.com,Australia,2025-04-12,61,1848.304165501108
USER_3393,User_3393,68,user3393@example.com,Thailand,2024-01-31,63,5570.6738451905
USER_765,User_765,32,user765@example.com,Australia,2024-01-31,78,374.8232315588973
USER_3237,User_3237,52,user3237@example.com,UK,2025-09-12,19,2050.0501190196665
USER_1203,User_1203,65,user1203@example.com,Australia,2025-07-24,92,4947.867861660389
USER_1457,User_1457,42,user1457@example.com,UK,2025-05-03,53,9540.476979163981
USER_1043,User_1043,41,user1043@example.com,Singapore,2023-01-14,82,4674.311522154425
USER_304,User_304,57,user304@example.com,Singapore,2022-10-17,57,5752.145275836078
USER_2913,User_2913,29,user2913@example.com,Germany,2022-10-24,43,7445.608587704219
USER_756,User_756,22,user756@example.com,Thailand,2024-03-01,69,2391.659515561324
USER_2831,User_2831,24,user2831@example.com,Germany,2025-09-15,8,5244.372981984386
USER_3670,User_3670,21,user3670@example.com,UK,2023-03-28,35,2815.606151817467
USER_2819,User_2819,48,user2819@example.com,Germany,2024-06-25,64,9096.099808573093
USER_894,User_894,68,user894@example.com,China,2023-03-02,30,1873.1535258257825
USER_3318,User_3318,53,user3318@example.com,Japan,2025-02-15,26,9483.317243022524
USER_2455,User_2455,19,user2455@example.com,Vietnam,2023-11-01,93,9074.76942256316
USER_97,User_97,69,user97@example.com,USA,2024-06-03,68,1606.0791862886458
USER_3398,User_3398,53,user3398@example.com,UK,2024-11-11,11,1294.6539890227082
USER_1171,User_1171,67,user1171@example.com,Vietnam,2025-03-26,26,2179.7873667329527
USER_736,User_736,44,user736@example.com,Japan,2024-01-11,7,2759.1829284340174
